PERMNO,HTICK,HCOMNAM,HTSYMBOL,CUSIP,BEGDAT,ENDDAT
10330,,NEW STAR ENTERTAINMENT INC,MOVYQ,64881910,1986-06-06,1989-12-28
10331,,TOWER FEDERAL SAVINGS BANK IN,TOWR,89176610,1986-06-06,1988-06-17
10332,,F C R AUTOMOTIVE GROUP INC,CANA,30241W10,1986-06-06,1988-12-19
10333,XOMA,XOMA ROYALTY CORP,XOMA,98419J20,1986-06-06,2024-12-31
10334,,CAL STAR FINANCIAL SVCS INC,CSFS,12803310,1986-06-06,1990-02-15
10335,,SUN STATE S & L ASSN PHOENIX AZ,SSSL,86687610,1986-06-09,1989-04-28
10336,,COIN PHONES INC,OPERC,19259510,1986-06-09,1989-01-27
10337,,PALM SPRINGS SAVINGS BANK,PSSB,69670510,1986-06-09,1996-09-27
10338,,APOLLO S & L CO CINCINNATTI OH,APOL,03763010,1988-06-28,1993-03-19
10339,,C B C BANCORP INC,CBCB,12478620,1986-06-10,1995-06-21
10340,,FIRST GRANITE BANCORP INC IL,FGBI,32038510,1986-06-10,1987-09-04
10341,,ABINGTON BANCORP INC NEW,ABBK,00350P10,1986-06-10,2004-04-28
10342,,INAMED CORP,IMDC,45323510,1986-06-10,2006-03-22
10343,,INFINITY BROADCASTING CORP,,45662610,1986-06-10,1996-12-31
10344,,LINCOLN FOODSERVICE PRODS INC,LINN,53358010,1986-06-10,1994-08-18
10345,,CROWLEY FINANCIAL SVCS INC,CRLY,22804210,1986-06-10,1992-07-10
10346,,I F X CORP,FUTR,44951820,1986-06-10,2002-12-13
10347,,APPLIED SPECTRUM TECHN INC,ASTI,03824310,1988-01-22,1989-10-03
10348,,AMERICAN LA FRANCE FOAMITE CORP,,02799090,1925-12-31,1935-02-13
10349,,A M F I CORP,AMFIA,00168310,1972-12-14,1983-09-20
10350,,MEDPHONE CORP,,58504010,1986-06-10,1993-03-31
10351,,PSICOR INC,PCOR,74490110,1986-06-10,1996-02-06
10352,,MARIETTA CORP,MRTA,56763410,1986-06-11,1996-03-08
10353,,STEEL EXCEL INC,SXCL,85812220,1986-06-11,2016-03-31
10354,,INTERNATIONAL CONSUMER BRDS INC,ICBI,45935610,1986-06-11,1991-07-24
10355,DJCO,DAILY JOURNAL CORP,DJCO,23391210,1986-06-11,2024-12-31
10356,,AMERICAN LINSEED CO,,02799190,1925-12-31,1928-12-20
10357,,A M I INDUSTRIES INC CO,,00171510,1976-05-26,1977-01-25
10358,,ARI HOLDINGS INC,,00204W10,1986-06-11,1995-09-12
10359,,AUTOSPA AUTOMALLS INC,MALLE,05332D10,1988-02-17,1989-01-31
10360,,AVONDALE INDUSTRIES INC,AVDL,05435010,1988-03-30,1999-07-30
10361,,ANDOVER TOGS INC,ATOQE,03438510,1986-06-11,1996-05-01
10362,,BUTLER INTERNATIONAL INC NEW,BUTLE,12364910,1986-06-11,2006-04-10
10363,,A M A G PHARMACEUTICALS INC,AMAG,00163U10,1986-06-11,2020-11-13
10364,,ASARCO INC,,04341310,1925-12-31,1999-11-17
10365,,A M I SYSTEMS INC,AMIS,00171910,1982-06-21,1985-06-21
10366,,SUBURBAN BANKSHARES INC,SBKSA,86437510,1986-06-11,1994-06-03
10367,,HOME SAVINGS & LOAN ASSN NC,HSLD,43731810,1986-06-12,1991-03-15
10368,,TAUNTON SAVINGS BANK MA,TSBK,87669410,1986-06-12,1988-08-19
10369,,FIRST WOBURN BANCORP INC,WOBS,33759210,1986-06-12,1991-03-12
10370,,SYBRA INC,SIBR,87113610,1986-06-13,1989-03-27
10371,,CANDELA CORP,CLZR,13690710,1986-06-16,2010-01-05
10372,,AMERICAN STANDARD INC,,02971710,1925-12-31,1988-07-01
10373,,A M S REALSTAR INC,AMSSC,00178510,1984-05-11,1985-05-15
10374,,DIGITAL METCOM INC,DMET,25385820,1986-06-17,1991-12-23
10375,,T C F FINANCIAL CORP,TCF,87227510,1986-06-17,2019-07-31
10376,,NATIONAL SANITARY SUPPLY CO,NSSX,63743410,1986-06-17,1997-09-30
10377,,CLIFF ENGLE LTD,CLIFE,18690120,1986-06-18,1988-09-27
10378,,OVABLOC INC,OVABC,69013410,1986-06-17,1988-08-18
10379,,INTERNATIONAL GENETIC ENGR INC,IGEI,45991110,1986-06-18,1989-11-13
10380,,AMERICAN REPS CORP,,02999290,1925-12-31,1932-04-29
10381,,A N E F C O INC,NFCOC,00181210,1981-08-12,1983-05-13
10382,ASTE,ASTEC INDUSTRIES INC,ASTE,04622410,1986-06-18,2024-12-31
10383,,CYTOGEN CORP,CYTO,23282430,1986-06-18,2008-05-08
10384,,RUDYS RESTAURANT GROUP INC,RUDY,78127810,1986-06-18,1997-12-01
10385,,A T N N INC,ATNN,00208L10,1986-06-18,1992-05-11
10386,,AEGIS COMMUNICATIONS GROUP INC,AGIS,00760B10,1986-06-18,1999-09-17
10387,,FLAGSHIP EXPRESS INC,FLACE,33841H10,1986-06-18,1991-01-22
10388,,TRENWICK GROUP LTD,TWK,G9032C10,1986-06-18,2003-03-24
10389,,NEECO INC,NEEC,63983510,1986-06-18,1990-05-22
10390,,G H S INC,GHSI,36171710,1986-06-19,1997-01-29
10391,,CENTURY FEDERAL S & L ASSN NM,CFSL,15652410,1986-06-19,1989-09-29
10392,,PEOPLES WESTCHESTER SAVINGS BANK,PWSB,71270810,1986-06-19,1993-12-29
10393,,TIDEMARK BANCORP INC,TDMK,88641210,1986-06-19,1995-03-23
10394,,COSMETIC CENTER INC,COSCB,22123420,1986-06-19,1997-04-24
10395,,NAVIGATORS GROUP INC,NAVG,63890410,1986-06-19,2019-05-22
10396,,COMPUTER COMPONENTS CORP,CPRC,20489610,1986-06-19,1988-12-09
10397,WERN,WERNER ENTERPRISES INC,WERN,95075510,1986-06-20,2024-12-31
10398,,INTERLEAF INC,LEAF,45872920,1986-06-26,2000-04-14
10399,,AMERICAN SHIP & COMM CORP,,02999390,1925-12-31,1935-01-28
10400,,A P F ELECTRONICS INC,,00185510,1972-12-14,1982-05-26
10401,,A T & T CORP,T,00195750,1925-12-31,2005-11-18
10402,,A P I TRUST SBI,APITS,00186410,1972-12-14,1983-04-14
10403,,WORLDS OF WONDER INC,WOWIQ,98190210,1986-06-20,1988-05-16
10404,,REWARDS NETWORK INC,DINE,76155720,1986-06-20,2010-12-14
10405,,IVY MEDICAL INC,IVMI,46590210,1986-06-23,1989-04-10
10406,,PHARMERICA INC,DOSE,71713510,1986-06-20,1999-04-26
10407,,ALOETTE COSMETICS INC,ALET,02045410,1986-06-24,1998-06-24
10408,,STUDENT AIDE CTRS OF AMERICA INC,HELP,86390110,1986-06-24,1988-02-05
10409,,AMERICAN HEALTH COS INC,DIET,02648910,1986-06-24,1988-09-15
10410,,JONES PHARMA INC,JMED,48023610,1986-06-25,2000-08-31
10411,,ROYCE LABORATORIES INC,RLAB,78090950,1986-06-25,1997-04-16
10412,,GENICOM CORP,GECM,37228210,1986-06-25,2000-02-25
10413,,ROYALPAR INDUSTRIES INC,ROYL,78075910,1986-06-25,1991-07-12
10414,,ELDEC CORP,ELDC,28445210,1986-06-25,1994-03-18
10415,,NUTMEG INDUSTRIES INC,,67060L10,1986-06-26,1994-01-18
10416,,MICROBILT CORP,BILT,59501010,1986-06-26,1989-12-14
10417,,ALLOY COMPUTER PRODUCTS INC,ALOY,01984710,1986-06-26,1991-12-11
10418,,A S A INTERNATIONAL LTD,ASAA,00191230,1986-06-26,2004-11-12
10419,,CREATIVE TECHNOLOGIES CORP,CRTV,22529040,1986-06-26,1996-12-18
10420,,RADVA CORP,RDVA,75061010,1986-06-26,1992-07-13
10421,SKYW,SKYWEST INC,SKYW,83087910,1986-06-26,2024-12-31
10422,,ALPNET INC,AILP,02108910,1986-06-26,2001-09-07
10423,,SOUND ADVICE INC,SUND,83606610,1986-06-27,2001-08-01
10424,,CLEVITE INDUSTRIES INC,CLEV,18679810,1986-06-27,1987-07-27
10425,,RYAN BECK & CO INC,RBCO,78348310,1986-06-27,1998-06-30
10426,,SAN FRANCISCO CO,,79772H10,1986-06-27,1995-04-17
10427,,CAPFILM INC,FILME,13961710,1986-06-30,1988-02-01
10428,,AMERICAN TOB CO,,03023190,1925-12-31,1948-04-07
10429,,ASK GROUP INC,ASKI,00190310,1981-10-01,1994-09-20
10430,,C P S CORP PLANNING SVCS INC,CPSIA,12591310,1986-07-01,1988-12-12
10431,,SOUTH CAROLINA FEDERAL CORP,SCFB,83701410,1986-07-01,1993-01-15
10432,,ARITECH CORP,ARIT,04045110,1986-07-01,1993-12-20
10433,,FERTILITY & GENETICS RESH INC,BABY,31555610,1986-07-01,1990-06-20
10434,,L A GEAR INC,,50170810,1986-07-01,1997-12-18
10435,,CAROLINA BANCORP INC NEW,FFCA,14377010,1986-07-01,1990-08-17
10436,,AMERICAN ZINC CO,,03053710,1925-12-31,1971-06-18
10437,,REPUBLIC AMERICAN CORP,RAWC,76027910,1986-07-01,1989-03-31
10438,,HOME FEDERAL FINANCIAL CORP,HFSF,43692510,1986-07-01,1996-05-31
10439,,COMMNET CELLULAR INC,CELS,20260420,1986-07-01,2000-01-06
10440,,WATERFORD GLASS GROUP PLC,WATFY,94139320,1986-07-01,1988-12-22
10441,,XYVISION INC,XYVI,98418010,1986-07-02,1991-04-09
10442,,K L L M TRANSPORT SVCS INC,KLLM,48249810,1986-07-02,2000-07-19
10443,FRPH,F R P HOLDINGS INC,FRPH,30292L10,1986-07-02,2024-12-31
10444,,AMERICAN SUMATRA TOB CO,,03099090,1925-12-31,1960-11-11
10445,,A R I INDUSTRIES INC,,00204810,1972-12-14,1980-11-14
10446,,POLK AUDIO INC,,73090010,1986-07-02,1999-05-21
10447,,PLYMOUTH FIVE CENTS SAVINGS BANK,THFI,72951310,1986-07-02,1992-09-18
10448,,LEGUME INC,LGUM,52467210,1986-07-03,1988-04-13
10449,,BANCORP CONNECTICUT INC,BKCT,05968410,1986-07-03,2002-08-30
10450,,FIRST MEDICAL DEVICES CORP,FMDC,32081G10,1986-07-03,1990-04-10
10451,,F H P INTERNATIONAL CORP,FHPC,30242610,1986-07-02,1997-02-14
10452,,AMERICAN WOOLEN CO,,03099190,1925-12-31,1955-02-24
10453,,B F ENTERPRISES INC,BFEN,05538710,1988-04-28,2005-08-29
10454,,GOLD EXPRESS CORP,GDEX,38059M10,1986-07-07,1993-10-21
10455,,AMERIQUEST TECHNOLOGIES INC,,03070P10,1986-07-07,1998-03-09
10456,,C E M CORP,CEMX,12516510,1986-07-08,2000-06-02
10457,,B F S BANKORP INC,BFSI,05540710,1988-05-11,1997-04-30
10458,,SOMERSET SAVINGS BANK,SOSA,83506120,1986-07-09,1998-07-20
10459,,GENMAR INDUSTRIES INC,GNMR,37230710,1986-07-09,1988-03-23
10460,,AMETEK INC,,03110510,1925-12-31,1997-07-31
10461,,DIME FINANCIAL CORP,DIBK,25432H10,1986-07-09,1998-08-21
10462,,CALGENE INC,CGNE,12959810,1986-07-08,1997-05-20
10463,REFR,RESEARCH FRONTIERS INC,REFR,76091110,1986-07-08,2024-12-31
10464,,CONNECTICUT COMMUNITY BANK G,CCBK,20755210,1986-07-09,1989-12-29
10465,,ACCEPTANCE INSURANCE HLDG INC,ACPT,00430910,1986-07-09,1990-04-12
10466,,BROUGHER INSURANCE GROUP INC,BIGI,11483110,1986-07-09,1988-08-15
10467,,WARREN BANCORP INC,WRNB,93471010,1986-07-10,2002-12-31
10468,,AMERICAN CRUISE LINES INC,ACRLQ,02529510,1986-07-09,1988-12-12
10469,,DYNATEM INC,DYTM,26814510,1986-07-10,1988-05-31
10470,,MORGAN OLMSTEAD KENNEDY GARD CAP,MOKG,61743410,1986-07-10,1988-11-03
10471,,QUEST BIOTECHNOLOGY INC,QBIO,74834010,1986-07-10,1992-06-15
10472,,SHOE CITY CORP,SHOE,82489010,1986-07-11,1988-02-05
10473,,TIPTON CENTERS INC,TIPT,88801610,1986-07-11,1987-08-14
10474,,EMPIRE ORR INC,EORRQ,29201610,1986-07-11,1991-05-13
10475,,RICHMOND HILL SVGS BK NY,RICH,76474010,1986-07-11,1988-10-31
10476,,B M R FINANCIAL GROUP INC,BMRG,05561010,1988-05-17,1993-12-14
10477,,AVESIS INC,AVSS,05365010,1986-07-14,1992-10-15
10478,,U S A BANCORP INC,USAB,90329A10,1986-07-15,1992-06-11
10479,,AMSTAR CORP,,03217210,1925-12-31,1984-02-08
10480,,A T V SYSTEMS INC,ATVSE,00209510,1983-10-18,1984-10-16
10481,,SUBURBAN BANCORP INC IL,SUBBA,86434620,1986-07-16,1994-09-30
10482,,WASTE RECOVERY INC,WRII,94090210,1986-07-17,1990-02-16
10483,,AMERICAN CAPACITY GROUP INC,ACGI,02491010,1986-07-17,1989-08-22
10484,,WESTON ROY F INC NEW,WSTNA,96113710,1986-07-17,2001-06-01
10485,,FIRST AMERICAN BANCORP INC,FAMB,31847010,1986-07-17,1990-10-19
10486,,CENVEST INC,CBCT,15670210,1986-07-17,1991-07-25
10487,,AMSTED INDUSTRIES INC,,03217710,1925-12-31,1986-06-02
10488,,AMERICAN LOCKER GROUP,ALGI,02728410,1972-12-14,2006-03-31
10489,,ASBESTEC INDUSTRIES INC,ASBSQ,04341510,1986-07-17,1988-08-01
10490,,GARTNER GROUP INC,GART,36664910,1986-07-17,1988-08-08
10491,,FIRST AMERI CABLE CORP,FATV,31846P10,1986-07-17,1990-09-18
10492,,SUMMIT HOLDING CORP,SUHC,86607210,1986-07-18,1992-10-27
10493,,NEOLENS INC,NEOL,64090330,1986-07-17,1995-10-25
10494,,SANDWICH BANCORP INC,SWCB,80021710,1986-07-18,1998-12-03
10495,,ANACONDA CO,,03239310,1925-12-31,1977-01-12
10496,,A W COMPUTER SYSTEMS INC,AWCSA,00244810,1981-03-09,1996-08-28
10497,,INTEX SOFTWARE SYS INTL LTD,TEXT,46115210,1986-07-18,1987-12-14
10498,,GREATBANC INC,GRBC,39153710,1986-07-18,1991-02-06
10499,,NICHOLS HOMESHIELD INC,NHIC,65379910,1986-07-18,1989-08-22
10500,,BANK MARYLAND CORP,BKMD,06349610,1988-05-05,1995-07-14
10501,AMWD,AMERICAN WOODMARK CORP,AMWD,03050610,1986-07-18,2024-12-31
10502,,ATLANTIS MINING & MFG CO INC,AMMIE,04915510,1986-07-18,1989-07-07
10503,,TRUSTBANK SAVINGS F S B,TRBK,89834810,1986-07-21,1991-01-24
10504,,BONNEVILLE PACIFIC CORP,BPCQE,09890410,1986-07-22,1992-02-06
10505,,JIFFY LUBE INTERNATIONAL INC,JLUB,47741520,1986-07-22,1991-10-16
10506,,INTEGRATED BRANDS INC,IBIN,45810P10,1986-07-22,1998-03-18
10507,,MEDICAL ACTION INDUSTRIES INC,MDCI,58449L10,1986-07-22,2014-09-30
10508,,ANN ARBOR RR CO,,03559110,1925-12-31,1930-02-05
10509,,AARON BROS CORP,,00253010,1973-02-28,1977-09-28
10510,,C B FINANCIAL CORP MICH,CBFC,12479510,1986-07-23,1988-04-28
10511,,BOMBAY PALACE RESTS INC,CURY,09792010,1986-07-23,1989-04-13
10512,,IGENE BIOTECHNOLOGY INC,IGNE,45169510,1986-07-23,1989-06-09
10513,,LIPOSOME COMPANY INC,LIPO,53631010,1986-07-23,2000-05-12
10514,,KASPIEN HOLDINGS INC,KSPN,48583710,1986-07-24,2023-06-09
10515,,FLUOR DANIEL G T I INC,FDGT,34386C10,1986-07-24,1998-12-03
10516,ADM,ARCHER DANIELS MIDLAND CO,ADM,03948310,1925-12-31,2024-12-31
10517,PRG,PROG HOLDINGS INC,PRG,74319R10,1982-11-04,2024-12-31
10518,,PACIFIC SOUTHWEST AIRLINES NEW,PSWA,69483610,1986-07-24,1987-05-29
10519,,IMAGINE FILMS ENTERTAINMENT INC,IFEI,45291110,1986-07-24,1993-03-29
10520,,BERES INDUSTRIES INC,BERS,08369810,1986-07-24,1994-12-08
10521,,MAGNOLIA FOODS INC,CAFE,55960310,1986-07-24,1988-08-01
10522,,TRIANGLE INDUSTRIES INC NEW,TRIA,89586210,1986-07-25,1989-01-09
10523,,ALLURE COSMETICS LTD,ALUR,02004410,1986-07-25,1989-01-30
10524,,ARMOUR & CO,,04230310,1925-12-31,1970-12-28
10525,,AARONSON BROTHERS STORES CO,,00253610,1972-12-14,1980-09-30
10526,,SOUTHLIFE HOLDING CO,SLHC,84454110,1986-07-25,1989-09-08
10527,,MARK VII INC,MVII,57041410,1986-07-25,1999-09-01
10528,,CELLULAR COMMUNICATIONS INC,COMM,15090910,1986-07-24,1991-07-31
10529,,COMMERCIAL SECURITY BANCORP,CSEC,20233610,1986-07-28,1987-12-31
10530,,MERIDIAN BIOSCIENCE INC,VIVO,58958410,1986-07-29,2023-01-30
10531,,METAL MANAGEMENT INC,MTLM,59109710,1986-07-30,2000-11-16
10532,,ARNOLD CONSTABLE CORP,,04257310,1925-12-31,1965-09-24
10533,,ABERCROMBIE & FITCH CO,,00289610,1972-12-14,1974-05-08
10534,,FAIRFIELD COUNTY BANCORP INC,FCBK,30425310,1986-07-30,1991-12-17
10535,,FLORES DE NEW MEXICO INC,FLWRQ,34039110,1986-07-30,1989-08-18
10536,,EDISON CONTROL CORP,EDCO,28088310,1986-07-30,2001-04-16
10537,,SYNTRO CORP,SYNT,87162910,1986-07-30,1995-11-06
10538,,AMERICAN LEARNING CORP,READ,02713410,1986-07-31,1991-08-22
10539,,LEXITECH INTERNATIONAL DCN NW IN,LEXT,52976610,1986-07-31,1988-02-01
10540,,ART METAL CONSTR CO,,04299190,1925-12-31,1934-10-10
10541,,A R P CORP,,00290410,1972-12-14,1977-01-19
10542,,N E S B CORP,NESB,62891410,1986-08-01,1993-03-24
10543,,CARIBBEAN SELECT INC,CSELQ,14185910,1986-08-01,1991-03-06
10544,,NATIONWIDE CELLULAR SERVICE INC,NCEL,63859510,1986-07-30,1995-09-19
10545,,THERMO INSTRUMENT SYSTEMS INC,,88355910,1986-08-05,2000-06-30
10546,,REPUBLIC CAPITAL GROUP INC,RSLA,76032610,1986-08-05,1993-04-21
10547,CLFD,CLEARFIELD INC,CLFD,18482P10,1986-08-06,2024-12-31
10548,,NETWORK CONTROL CORP,NETW,64120610,1986-08-06,1988-08-18
10549,,AMERICAN EQUINE PRODUCTS INC,WHOAC,02567C10,1986-08-07,1989-01-31
10550,PDEX,PRO DEX INC COLO,PDEX,74265M20,1986-08-07,2024-12-31
10551,,GROVE BANK,GROV,39948110,1986-08-07,1997-03-04
10552,,FIRST SERVICE BANK SVGS LEOM MA,FSBK,33640810,1986-08-07,1989-04-03
10553,,FIRST HOME FED S & L ASSN SEB FL,FSEB,32092410,1986-08-07,1990-09-27
10554,,PINCH OR POUND INC,PNCHQ,72220410,1986-08-12,1987-10-15
10555,,AMERICAN MEDICAL ELECTRONICS INC,AMEI,02742510,1986-08-08,1995-08-18
10556,,STARS TO GO INC,STAR,85568210,1986-08-08,1991-04-12
10557,,GEONEX CORP,GEOX,37247010,1986-08-08,1994-05-11
10558,,WEAREVER PROCTOR SILEX INC,WRPS,94705310,1986-08-08,1988-04-12
10559,,ASSOCIATED DRY GOODS CORP,,04557310,1925-12-31,1986-10-03
10560,,ABITIBI CONSOLIDATED INC,ABY,00392410,1987-07-16,2007-10-26
10561,,H & S TREAT & RELEASE INC,HTPI,40405530,1986-08-12,1995-09-22
10562,,SOVEREIGN BANCORP INC,SOV,84590510,1986-08-12,2009-01-29
10563,,HORIZON FINANCIAL CORP WASH,HRZB,44041F10,1986-08-12,2010-01-11
10564,,ADELPHIA COMMUNICATIONS CORP,ADLAE,00684810,1986-08-12,2002-05-31
10565,,COUNTY BANK F S B CA,CNBA,22240310,1986-08-13,1991-03-28
10566,,HAVERFIELD CORP,HVFD,41941110,1986-08-13,1997-09-19
10567,,ASSOCIATED OIL CO,,04599190,1925-12-31,1936-12-01
10568,,SERVIDYNE INC,SERV,81765M10,1982-06-29,2011-08-29
10569,,CENTER FINANCIAL CORP,CFCX,15146R10,1986-08-13,1996-11-13
10570,,AMERICAN TELEVISION & COM CP NEW,ATCMA,03018710,1986-08-12,1992-06-25
10571,,EATERIES INC,EATS,27785110,1986-08-13,2003-05-02
10572,,DEVON GROUP INC NEW,DEVN,25180110,1986-08-13,1998-05-27
10573,,VILLAGE GREEN BOOKSTORE INC,BOOK,92707720,1986-08-13,1997-01-20
10574,,BENTLEY PHARMACEUTICALS INC,BNT,08265710,1988-02-02,2008-07-22
10575,,ATCHISON TOPEKA & SANTA FE RY CO,,04675310,1925-12-31,1969-05-09
10576,,ACADEMY INSURANCE GROUP INC,ACIG,00400910,1972-12-14,1991-03-26
10577,,MEDI RX AMERICA INC,MDRXE,58438810,1986-08-14,1988-05-24
10578,,ALTAI INC,ALTI,02136210,1986-08-14,1995-08-23
10579,,TATUM PETROLEUM CORP,TATM,87664910,1986-08-14,1989-09-05
10580,,N F S FINANCIAL CORP,NFSF,62910410,1986-08-15,1995-06-30
10581,,BANKWORCESTER CORP,BNKW,06652210,1986-08-15,1994-05-27
10582,,E A S TECHNOLOGIES INC,EASCE,26823F10,1986-08-15,1989-05-26
10583,,ATLANTA BIRMINGHAM & ATLANTIC RY,,04799090,1925-12-31,1927-02-05
10584,,ACADIA PETROLEUM CORP,ACAD,00422010,1981-03-03,1983-12-07
10585,,G M X COMMUNICATIONS INC,GMXC,36191110,1986-08-18,1989-08-11
10586,,QUIPP INC,QUIP,74880210,1986-08-18,2008-06-02
10587,,INTEGRATED COMPUTER GRAPHICS INC,ICGI,45792810,1986-08-18,1989-11-21
10588,,GRANITE STATE BANKSHARES INC,GSBI,38747210,1986-08-19,2003-02-28
10589,,ROADRUNNER ENTERPRISES INC,BEEP,76973110,1986-08-19,1988-02-29
10590,,BIG TURTLE INC,BIGT,08969610,1988-02-01,1989-06-06
10591,,ATLANTIC COAST LINE RR CO,,04844790,1925-12-31,1967-06-30
10592,,ACAPULCO RESTAURANTS,ALAR,00429510,1978-09-21,1986-02-05
10593,,TRANSNATIONAL INDUSTRIES INC,TRSLC,89377810,1986-08-19,1992-04-03
10594,,DIME BANCORP INC NEW,DME,25429Q10,1986-08-19,2002-01-04
10595,,NEW YORK CITY SHOES INC,NYCQE,64944010,1986-08-20,1987-08-27
10596,,PEOPLES SAVINGS FINANCIAL CORP,PBNB,71230010,1986-08-20,1997-07-31
10597,,FRANKLIN ELECTRONIC PUBLSHS INC,FEP,35351510,1986-08-20,2010-02-24
10598,,BROAD NATIONAL BANCORP,BNBC,11123910,1988-06-02,1999-07-30
10599,,AXLON INC,AXLNC,05461310,1986-08-21,1987-11-16
10600,,BUFFALO INC,BFLO,11954220,1988-04-06,1988-11-30
10601,,CISTRON BIOTECHNOLOGY INC,CIST,17284910,1986-08-21,1988-03-09
10602,,TOTAL HEALTH SYSTEMS INC,TLHT,89150F10,1986-08-21,1990-02-20
10603,,F N B ROCHESTER CORP,FNBR,30290810,1986-08-21,1999-05-28
10604,,ATLANTIC RICHFIELD CO,,04882510,1925-12-31,2000-04-17
10605,,ACCEL INTERNATIONAL CORP,ACLE,00429910,1975-12-09,1999-12-15
10606,WTS,WATTS WATER TECHNOLOGIES INC,WTS,94274910,1986-08-21,2024-12-31
10607,,MERCHANTS CAPITAL CORP,MCBKA,58853010,1986-08-25,1990-06-27
10608,,GENERAL KINETICS INC,,37017210,1986-08-25,1997-05-29
10609,,STAR SAVINGS & L ASSN SAYRE PA,SSLA,85517110,1986-08-26,1987-10-21
10610,,MARBLE FINANCIAL CORP,MRBL,56605710,1986-08-26,1996-01-02
10611,,ACME METALS INC,,00472410,1986-08-26,1998-09-28
10612,,ATLANTIC GULF & WEST INDIES SS,,04899090,1925-12-31,1955-05-19
10613,,ACCELERATORS INC,,00430210,1972-12-14,1979-12-18
10614,,P & C FOODS INC,FOOD,69280010,1986-08-27,1988-08-12
10615,,VIDEOPLEX INC,VPLXE,92658B10,1986-08-27,1988-11-30
10616,,NORTHLAND BANK OF WI SSB,NLBW,66649810,1986-08-27,1991-10-18
10617,,CITY SAVING BANK CT,CSBM,17865610,1986-08-27,1988-12-02
10618,,MULTI SOFT INC,MSOF,62542910,1986-08-27,1992-06-05
10619,,MCCORMICK CAPITAL INC,MKOR,57990510,1986-08-27,1991-07-23
10620,,ATLAS CHEMICAL INDUSTRIES INC,,04923110,1925-12-31,1971-07-21
10621,,PACIFIC EASTERN CORP,PCESE,69418810,1981-08-13,1988-03-21
10622,,WESTERBEKE CORP,WTBK,95754710,1986-08-27,2004-03-01
10623,,FIRST REPUBLIC BANK S F,FRC,33615810,1986-08-27,2007-09-21
10624,,JWGENESIS FINANCIAL CORP,,48222710,1986-08-28,2000-12-29
10625,,CASCADE INTERNATIONAL INC,KOSM,14728010,1988-06-15,1991-11-18
10626,,LE PEEP RESTAURANTS INC,LPEP,52129810,1986-08-28,1989-06-06
10627,,TINTORETTO INC,TNTO,88768710,1986-08-28,1990-06-15
10628,,FRONTIER ADJUSTERS AMERICA INC,,35905010,1986-09-02,2001-09-28
10629,FNB,F N B CORP PA,FNB,30252010,1986-09-02,2024-12-31
10630,,COMMERCEBANCORP CA,CBNB,20084110,1986-09-02,1994-08-04
10631,,CALSTAR INC,CSAR,13135610,1986-09-03,1991-10-11
10632,,SHELTON BANCORP INC,SSBC,82300510,1986-09-03,1995-10-31
10633,,S C S COMPUTE INC,SCOM,78403010,1986-09-03,1996-02-05
10634,,SMITH TECHNOLOGY CORP,SMTH,83205510,1986-09-04,1996-11-26
10635,,EDINER INC,EDIN,28084710,1986-09-04,1989-04-10
10636,,Q V C INC,QVCN,74726210,1986-09-05,1995-02-15
10637,,VERTEX INTERACTIVE INC,VETX,92532210,1986-09-05,2002-08-20
10638,,HARLEYSVILLE NATIONAL CORP PA,HNBC,41285010,1986-09-05,2010-04-09
10639,,ATLAS TACK CORP,,04942910,1925-12-31,1955-12-23
10640,,ACCURAY CORP,ACRA,00439610,1972-12-14,1987-03-27
10641,,HEALTH EDUTECH INC,HEDTC,42191110,1986-09-08,1988-06-14
10642,,MUNSON GEOTHERMAL INC,MGEO,62633020,1986-09-08,1988-02-05
10643,,PAIN SUPPRESSION LABS INC,PAINE,69562410,1986-09-09,1989-09-05
10644,,THERAGENICS CORP,TGX,88337510,1986-09-09,2013-10-29
10645,LAKE,LAKELAND INDUSTRIES INC,LAKE,51179510,1986-09-09,2024-12-31
10646,,CABLE CAR BEVERAGE CORP,DRNK,12684410,1986-09-10,1997-11-25
10647,,AUSTIN NICHOLS & CO INC,,05233910,1925-12-31,1969-01-24
10648,,ACE INDUSTRIES INC,,00440510,1972-12-14,1973-06-26
10649,PAMT,P A M T CORP,PAMT,69314910,1986-09-10,2024-12-31
10650,,ACCESS ANYTIME BANCORP,AABC,00431F10,1986-09-10,2006-01-03
10651,,BOULEVARD BANCORP INC,BLVD,10157210,1986-09-11,1994-03-25
10652,,VICTORIA CREATIONS INC,VITC,92624D10,1986-09-11,1993-06-14
10653,,UNIVERSITY BANK NATL ASSN NWT MA,,91410110,1986-09-11,1991-02-15
10654,,MIDCONN BANK KENSINGTON CT,MIDC,59564710,1986-09-11,1997-05-30
10655,,AUTO KNITTER HOSIERY INC,,05299190,1925-12-31,1927-02-23
10656,,ACETO CORP,ACET,00444610,1972-12-14,2019-04-02
10657,,ADVO INC,AD,00758510,1986-09-15,2007-03-02
10658,,LUXTEC CORP,,55068730,1986-09-18,2000-11-17
10659,,BIO REFERENCE LABORATORIES INC,BRLI,09057G60,1986-09-12,2015-08-19
10660,,DAYLIGHT INDUSTRIES INC,STON,23959510,1986-09-15,1993-02-04
10661,,CYANOTECH CORP,CYAN,23243730,1986-09-15,2024-02-16
10662,,GOLDEN VALLEY MICROWAVE FDS INC,,38123610,1986-09-16,1991-07-11
10663,,AUTOSALES CORP,,05299390,1925-12-31,1932-08-10
